MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
0.25,0.2777777777777778,0.375,0.1176470588235294,0.4705882352941176,0.1764705882352941,0.375,0.125,0.1875,0.2222222222222222,0.375,0.1764705882352941,0.1176470588235294,0.4375,0.5,0.4705882352941176,0.2631578947368421,0.1363636363636363,0.5,0.625,0.4123751928591264
0.3125,0.1666666666666666,0.25,0.5882352941176471,0.2352941176470588,0.3529411764705882,0.1875,0.5,0.25,0.1111111111111111,0.125,0.2941176470588235,0.2352941176470588,0.4375,0.3125,0.2941176470588235,0.1052631578947368,0.4545454545454546,0.375,0.625,0.40161944695293955
0.4375,0.3888888888888888,0.375,0.2352941176470588,0.2352941176470588,0.4117647058823529,0.375,0.375,0.4375,0.2222222222222222,0.5,0.2352941176470588,0.3529411764705882,0.5,0.5625,0.2352941176470588,0.1052631578947368,0.2272727272727273,0.125,0.125,0.45118138263751867
0.125,0.3333333333333333,0.3125,0.3529411764705882,0.4705882352941176,0.3529411764705882,0.4375,0.25,0.3125,0.3333333333333333,0.5,0.1764705882352941,0.3529411764705882,0.1875,0.3125,0.2352941176470588,0.1578947368421052,0.4545454545454546,0.125,0.5,0.38546216276140766
0.4375,0.3333333333333333,0.5,0.3529411764705882,0.2352941176470588,0.0588235294117647,0.125,0.3125,0.3125,0.2777777777777778,0.3125,0.2352941176470588,0.1764705882352941,0.5,0.3125,0.2352941176470588,0.4210526315789473,0.4090909090909091,0.25,0.5,0.36334172909545703
0.4375,0.1666666666666666,0.1875,0.1176470588235294,0.1764705882352941,0.2352941176470588,0.3125,0.125,0.3125,0.2777777777777778,0.25,0.2941176470588235,0.4705882352941176,0.3125,0.1875,0.3529411764705882,0.2105263157894736,0.1818181818181818,0.1875,0.3125,0.4673888998573762
0.4375,0.1666666666666666,0.125,0.4705882352941176,0.1764705882352941,0.1764705882352941,0.4375,0.125,0.125,0.3333333333333333,0.25,0.4705882352941176,0.5882352941176471,0.25,0.1875,0.4117647058823529,0.2105263157894736,0.3181818181818182,0.3125,0.5,0.4730952110044542
0.125,0.2777777777777778,0.125,0.2352941176470588,0.2352941176470588,0.4117647058823529,0.3125,0.1875,0.5,0.5555555555555556,0.375,0.4705882352941176,0.2352941176470588,0.5625,0.375,0.4705882352941176,0.3157894736842105,0.1818181818181818,0.375,0.25,0.3439567594604467
0.125,0.2777777777777778,0.5,0.4705882352941176,0.1764705882352941,0.3529411764705882,0.3125,0.125,0.375,0.2777777777777778,0.5625,0.3529411764705882,0.2941176470588235,0.25,0.625,0.1764705882352941,0.2631578947368421,0.0909090909090909,0.4375,0.375,0.17971224095812818
0.3125,0.1666666666666666,0.1875,0.2352941176470588,0.1764705882352941,0.2941176470588235,0.4375,0.1875,0.0625,0.2777777777777778,0.3125,0.2941176470588235,0.4705882352941176,0.3125,0.3125,0.3529411764705882,0.2105263157894736,0.2727272727272727,0.1875,0.1875,0.3929595732513797
0.3125,0.0555555555555555,0.3125,0.1764705882352941,0.2941176470588235,0.2352941176470588,0.4375,0.5,0.5625,0.1111111111111111,0.4375,0.2941176470588235,0.1176470588235294,0.5,0.375,0.2352941176470588,0.2631578947368421,0.1818181818181818,0.375,0.3125,0.39566206780147006
0.4375,0.3888888888888888,0.25,0.4705882352941176,0.4117647058823529,0.1176470588235294,0.5,0.375,0.375,0.5,0.375,0.3529411764705882,0.2352941176470588,0.5,0.3125,0.0588235294117647,0.4736842105263157,0.3181818181818182,0.25,0.3125,0.525525633968734
0.375,0.1111111111111111,0.3125,0.2941176470588235,0.3529411764705882,0.2352941176470588,0.25,0.125,0.625,0.5,0.1875,0.2941176470588235,0.3529411764705882,0.4375,0.375,0.1176470588235294,0.1052631578947368,0.1363636363636363,0.25,0.375,0.46237853824112407
0.5625,0.3333333333333333,0.5,0.2941176470588235,0.4117647058823529,0.2352941176470588,0.625,0.4375,0.375,0.4444444444444444,0.4375,0.4705882352941176,0.1764705882352941,0.25,0.1875,0.3529411764705882,0.2631578947368421,0.1818181818181818,0.4375,0.375,0.5511061481707948
0.3125,0.3333333333333333,0.375,0.2352941176470588,0.1764705882352941,0.3529411764705882,0.4375,0.3125,0.25,0.0555555555555555,0.25,0.0,0.2941176470588235,0.125,0.4375,0.1764705882352941,0.0526315789473684,0.2727272727272727,0.1875,0.375,0.34300189551158206
0.1875,0.2777777777777778,0.25,0.4117647058823529,0.2941176470588235,0.2352941176470588,0.4375,0.25,0.1875,0.3333333333333333,0.5625,0.4705882352941176,0.0588235294117647,0.3125,0.4375,0.2941176470588235,0.3684210526315789,0.2272727272727273,0.4375,0.25,0.33384292511093666
0.5625,0.2222222222222222,0.25,0.3529411764705882,0.0588235294117647,0.2941176470588235,0.4375,0.125,0.3125,0.1111111111111111,0.125,0.4117647058823529,0.2352941176470588,0.375,0.3125,0.4117647058823529,0.2105263157894736,0.0909090909090909,0.375,0.25,0.4731693081426237
0.125,0.2777777777777778,0.5,0.3529411764705882,0.1176470588235294,0.2352941176470588,0.3125,0.4375,0.125,0.4444444444444444,0.5625,0.2352941176470588,0.1764705882352941,0.25,0.125,0.4117647058823529,0.2631578947368421,0.1818181818181818,0.125,0.125,0.13821477722174685
0.1875,0.1666666666666666,0.0,0.2941176470588235,0.1764705882352941,0.3529411764705882,0.25,0.25,0.1875,0.2777777777777778,0.4375,0.2352941176470588,0.1764705882352941,0.3125,0.3125,0.4117647058823529,0.1052631578947368,0.1818181818181818,0.4375,0.1875,0.38004269161292087
0.25,0.2777777777777778,0.1875,0.0588235294117647,0.1764705882352941,0.5882352941176471,0.3125,0.3125,0.1875,0.1111111111111111,0.25,0.2352941176470588,0.3529411764705882,0.1875,0.3125,0.2352941176470588,0.1578947368421052,0.2727272727272727,0.1875,0.3125,0.39441085147256905
0.3125,0.1666666666666666,0.1875,0.3529411764705882,0.2352941176470588,0.3529411764705882,0.4375,0.4375,0.25,0.5555555555555556,0.1875,0.3529411764705882,0.2352941176470588,0.375,0.4375,0.4117647058823529,0.1052631578947368,0.2272727272727273,0.4375,0.125,0.4242450352571589
0.1875,0.3333333333333333,0.4375,0.2352941176470588,0.1764705882352941,0.2941176470588235,0.125,0.3125,0.1875,0.1111111111111111,0.375,0.3529411764705882,0.0588235294117647,0.5625,0.1875,0.1764705882352941,0.1578947368421052,0.1818181818181818,0.1875,0.125,0.23912533252226129
0.1875,0.3888888888888888,0.125,0.2941176470588235,0.2352941176470588,0.3529411764705882,0.25,0.3125,0.1875,0.2777777777777778,0.1875,0.2352941176470588,0.2352941176470588,0.25,0.25,0.1764705882352941,0.4736842105263157,0.1818181818181818,0.25,0.1875,0.36244609022444985
0.3125,0.2222222222222222,0.5625,0.4117647058823529,0.7058823529411764,0.5882352941176471,0.1875,0.4375,0.125,0.3888888888888888,0.3125,0.1764705882352941,0.2941176470588235,0.3125,0.375,0.2352941176470588,0.3157894736842105,0.2272727272727273,0.3125,0.1875,0.5730743916609773
0.5,0.1111111111111111,0.1875,0.2352941176470588,0.3529411764705882,0.2941176470588235,0.5,0.375,0.375,0.1666666666666666,0.5,0.1764705882352941,0.2941176470588235,0.3125,0.5,0.4117647058823529,0.2631578947368421,0.2272727272727273,0.25,0.375,0.5768674203322606
0.3125,0.2222222222222222,0.25,0.2352941176470588,0.2941176470588235,0.2941176470588235,0.375,0.3125,0.3125,0.1666666666666666,0.25,0.4705882352941176,0.3529411764705882,0.4375,0.4375,0.1764705882352941,0.2631578947368421,0.0909090909090909,0.25,0.4375,0.42121980638010575
0.5,0.3333333333333333,0.3125,0.2352941176470588,0.6470588235294118,0.2352941176470588,0.1875,0.25,0.1875,0.2777777777777778,0.25,0.2941176470588235,0.3529411764705882,0.1875,0.1875,0.0588235294117647,0.4210526315789473,0.4090909090909091,0.4375,0.0625,0.6760592042460889
0.3125,0.4444444444444444,0.375,0.2352941176470588,0.3529411764705882,0.1764705882352941,0.25,0.4375,0.4375,0.4444444444444444,0.25,0.2352941176470588,0.2352941176470588,0.25,0.125,0.2352941176470588,0.2105263157894736,0.0909090909090909,0.375,0.4375,0.39771795092267415
0.25,0.3333333333333333,0.3125,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.125,0.1875,0.125,0.1666666666666666,0.125,0.5294117647058824,0.3529411764705882,0.3125,0.1875,0.3529411764705882,0.2631578947368421,0.0909090909090909,0.375,0.5625,0.40221255352383817
0.375,0.5,0.5625,0.3529411764705882,0.2352941176470588,0.0,0.25,0.6875,0.625,0.1111111111111111,0.375,0.4117647058823529,0.2941176470588235,0.375,0.375,0.2941176470588235,0.2631578947368421,0.3181818181818182,0.125,0.375,0.2938306935438157
0.3125,0.0555555555555555,0.3125,0.0588235294117647,0.2352941176470588,0.1764705882352941,0.1875,0.125,0.3125,0.2222222222222222,0.4375,0.2352941176470588,0.4117647058823529,0.0625,0.3125,0.1764705882352941,0.1578947368421052,0.2727272727272727,0.5625,0.1875,0.3617812572139683
0.25,0.2777777777777778,0.1875,0.1176470588235294,0.5882352941176471,0.3529411764705882,0.3125,0.5,0.5,0.2222222222222222,0.0,0.1764705882352941,0.4705882352941176,0.375,0.25,0.2941176470588235,0.631578947368421,0.4090909090909091,0.375,0.3125,0.5486184082688201
0.375,0.3333333333333333,0.3125,0.4117647058823529,0.1176470588235294,0.2352941176470588,0.125,0.3125,0.3125,0.2777777777777778,0.1875,0.2352941176470588,0.1764705882352941,0.5,0.25,0.2941176470588235,0.2105263157894736,0.1818181818181818,0.5,0.3125,0.35990708276026273
0.375,0.1666666666666666,0.4375,0.4117647058823529,0.4705882352941176,0.2941176470588235,0.25,0.5,0.375,0.3888888888888888,0.5625,0.1764705882352941,0.2352941176470588,0.375,0.125,0.7647058823529411,0.2631578947368421,0.1818181818181818,0.25,0.5,0.49062208493767373
0.3125,0.1666666666666666,0.375,0.1176470588235294,0.1764705882352941,0.1176470588235294,0.25,0.1875,0.1875,0.2777777777777778,0.3125,0.2352941176470588,0.2941176470588235,0.375,0.3125,0.4117647058823529,0.4736842105263157,0.1363636363636363,0.375,0.375,0.30866276428896466
0.3125,0.2222222222222222,0.375,0.5294117647058824,0.2352941176470588,0.2941176470588235,0.4375,0.125,0.4375,0.2222222222222222,0.125,0.3529411764705882,0.5294117647058824,0.25,0.625,0.2941176470588235,0.2631578947368421,0.1363636363636363,0.1875,0.25,0.3537665014510211
0.375,0.3333333333333333,0.3125,0.2352941176470588,0.4117647058823529,0.2941176470588235,0.3125,0.3125,0.25,0.2777777777777778,0.4375,0.0588235294117647,0.2352941176470588,0.3125,0.25,0.2352941176470588,0.2105263157894736,0.2727272727272727,0.1875,0.375,0.49734061443905747
0.25,0.3333333333333333,0.25,0.2941176470588235,0.2941176470588235,0.0588235294117647,0.1875,0.4375,0.5,0.2777777777777778,0.375,0.2941176470588235,0.5882352941176471,0.0625,0.375,0.6470588235294118,0.2631578947368421,0.1363636363636363,0.4375,0.3125,0.34804518156861364
0.375,0.3333333333333333,0.1875,0.2352941176470588,0.3529411764705882,0.7647058823529411,0.3125,0.1875,0.375,0.2777777777777778,0.5,0.2941176470588235,0.6470588235294118,0.1875,0.25,0.2941176470588235,0.3157894736842105,0.1818181818181818,0.4375,0.3125,0.5764199569224575
0.1875,0.611111111111111,0.25,0.1764705882352941,0.2941176470588235,0.1176470588235294,0.4375,0.5625,0.1875,0.3333333333333333,0.375,0.1764705882352941,0.4705882352941176,0.4375,0.3125,0.1176470588235294,0.2105263157894736,0.1363636363636363,0.3125,0.1875,0.3219365675260636
0.3125,0.3333333333333333,0.3125,0.3529411764705882,0.3529411764705882,0.1176470588235294,0.625,0.1875,0.0625,0.2777777777777778,0.3125,0.1764705882352941,0.4705882352941176,0.375,0.0625,0.3529411764705882,0.1578947368421052,0.2272727272727273,0.4375,0.5,0.4022891467767116
0.1875,0.3888888888888888,0.4375,0.5882352941176471,0.5294117647058824,0.2352941176470588,0.25,0.25,0.375,0.4444444444444444,0.25,0.5882352941176471,0.0588235294117647,0.4375,0.3125,0.2941176470588235,0.3157894736842105,0.2272727272727273,0.3125,0.375,0.3924172906424637
0.0,0.2777777777777778,0.125,0.5294117647058824,0.3529411764705882,0.2941176470588235,0.25,0.1875,0.375,0.5,0.0625,0.0588235294117647,0.3529411764705882,0.3125,0.375,0.3529411764705882,0.1052631578947368,0.2727272727272727,0.1875,0.25,0.2921603544027228
0.3125,0.2777777777777778,0.3125,0.2352941176470588,0.1764705882352941,0.5294117647058824,0.3125,0.5,0.0625,0.1666666666666666,0.3125,0.1764705882352941,0.5294117647058824,0.1875,0.25,0.5294117647058824,0.4736842105263157,0.1363636363636363,0.125,0.25,0.3954730311185076
0.375,0.3888888888888888,0.25,0.5294117647058824,0.3529411764705882,0.2941176470588235,0.1875,0.125,0.25,0.3333333333333333,0.4375,0.1176470588235294,0.3529411764705882,0.4375,0.375,0.0588235294117647,0.1052631578947368,0.5454545454545454,0.3125,0.3125,0.48533734123192646
0.4375,0.3888888888888888,0.4375,0.4117647058823529,0.3529411764705882,0.1764705882352941,0.25,0.125,0.25,0.3333333333333333,0.375,0.1764705882352941,0.4117647058823529,0.5625,0.375,0.1764705882352941,0.2105263157894736,0.4090909090909091,0.3125,0.1875,0.45358519946880743
0.1875,0.2777777777777778,0.3125,0.1764705882352941,0.2352941176470588,0.2941176470588235,0.5,0.3125,0.3125,0.2777777777777778,0.25,0.2941176470588235,0.4117647058823529,0.3125,0.375,0.2941176470588235,0.2105263157894736,0.2272727272727273,0.375,0.4375,0.3048642739275058
0.3125,0.2222222222222222,0.125,0.4705882352941176,0.1764705882352941,0.5294117647058824,0.6875,0.125,0.1875,0.2777777777777778,0.1875,0.0588235294117647,0.1176470588235294,0.3125,0.25,0.3529411764705882,0.2631578947368421,0.3181818181818182,0.1875,0.25,0.44171693359560565
0.25,0.3333333333333333,0.5,0.4117647058823529,0.1176470588235294,0.4705882352941176,0.4375,0.5,0.375,0.5,0.1875,0.2941176470588235,0.4117647058823529,0.375,0.25,0.0588235294117647,0.3157894736842105,0.3181818181818182,0.1875,0.1875,0.2587872300949927
0.1875,0.3333333333333333,0.375,0.2941176470588235,0.1764705882352941,0.2941176470588235,0.5,0.1875,0.125,0.3888888888888888,0.25,0.1764705882352941,0.5294117647058824,0.25,0.5,0.2941176470588235,0.4736842105263157,0.2727272727272727,0.25,0.3125,0.24837896888882585
0.3125,0.3888888888888888,0.375,0.1764705882352941,0.1764705882352941,0.2941176470588235,0.3125,0.375,0.1875,0.0555555555555555,0.3125,0.4117647058823529,0.1764705882352941,0.625,0.25,0.2941176470588235,0.1052631578947368,0.1363636363636363,0.25,0.4375,0.33870855229681773
0.125,0.1666666666666666,0.3125,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.125,0.4375,0.375,0.2777777777777778,0.25,0.2941176470588235,0.4705882352941176,0.375,0.375,0.4117647058823529,0.2631578947368421,0.2272727272727273,0.125,0.3125,0.32586260152844865
0.375,0.4444444444444444,0.25,0.2352941176470588,0.3529411764705882,0.1764705882352941,0.5,0.125,0.0625,0.1111111111111111,0.25,0.2941176470588235,0.3529411764705882,0.1875,0.25,0.2352941176470588,0.3157894736842105,0.1363636363636363,0.3125,0.3125,0.4687373999737302
0.1875,0.4444444444444444,0.375,0.2941176470588235,0.4117647058823529,0.4117647058823529,0.1875,0.3125,0.5,0.2777777777777778,0.125,0.2352941176470588,0.2352941176470588,0.5625,0.125,0.2352941176470588,0.1578947368421052,0.1363636363636363,0.25,0.1875,0.3797258105948763
0.1875,0.1666666666666666,0.4375,0.2941176470588235,0.3529411764705882,0.0588235294117647,0.3125,0.375,0.375,0.3333333333333333,0.1875,0.1764705882352941,0.4705882352941176,0.6875,0.5625,0.7058823529411764,0.3157894736842105,0.2272727272727273,0.3125,0.375,0.2845875827723029
0.25,0.2777777777777778,0.5625,0.4705882352941176,0.0,0.2352941176470588,0.3125,0.5,0.375,0.1666666666666666,0.3125,0.2941176470588235,0.1764705882352941,0.3125,0.1875,0.7058823529411764,0.4210526315789473,0.1363636363636363,0.4375,0.5,0.14187410363124553
0.1875,0.3333333333333333,0.1875,0.3529411764705882,0.4705882352941176,0.1764705882352941,0.375,0.4375,0.1875,0.1111111111111111,0.25,0.0588235294117647,0.4705882352941176,0.3125,0.3125,0.2352941176470588,0.4210526315789473,0.1818181818181818,0.0625,0.25,0.42611746494655117
0.3125,0.3333333333333333,0.25,0.3529411764705882,0.5294117647058824,0.3529411764705882,0.5625,0.3125,0.25,0.2777777777777778,0.3125,0.1764705882352941,0.4705882352941176,0.25,0.5625,0.2941176470588235,0.4210526315789473,0.2272727272727273,0.4375,0.125,0.5407475206319906
0.25,0.4444444444444444,0.375,0.1176470588235294,0.5882352941176471,0.4705882352941176,0.25,0.5,0.375,0.5555555555555556,0.375,0.4117647058823529,0.1764705882352941,0.375,0.3125,0.2352941176470588,0.1052631578947368,0.2272727272727273,0.25,0.25,0.5042961849112633
0.1875,0.3888888888888888,0.375,0.3529411764705882,0.2941176470588235,0.1764705882352941,0.3125,0.5,0.125,0.2777777777777778,0.25,0.2941176470588235,0.2352941176470588,0.25,0.0625,0.1764705882352941,0.2105263157894736,0.2272727272727273,0.25,0.25,0.2998267014401615
0.1875,0.3333333333333333,0.25,0.2941176470588235,0.4705882352941176,0.1176470588235294,0.25,0.3125,0.3125,0.1666666666666666,0.375,0.1764705882352941,0.2352941176470588,0.375,0.375,0.2941176470588235,0.2631578947368421,0.2272727272727273,0.0625,0.4375,0.39875173745116604
0.25,0.2777777777777778,0.1875,0.4705882352941176,0.4705882352941176,0.1764705882352941,0.4375,0.25,0.0625,0.5,0.5,0.2941176470588235,0.5882352941176471,0.3125,0.4375,0.2352941176470588,0.3684210526315789,0.1363636363636363,0.3125,0.3125,0.4724838757861055
0.25,0.2222222222222222,0.375,0.1764705882352941,0.2941176470588235,0.1176470588235294,0.375,0.3125,0.0625,0.3888888888888888,0.125,0.2352941176470588,0.4117647058823529,0.5,0.3125,0.0588235294117647,0.1578947368421052,0.0909090909090909,0.125,0.1875,0.32118309702457365
0.4375,0.5,0.5,0.4705882352941176,0.1176470588235294,0.1764705882352941,0.1875,0.1875,0.3125,0.1666666666666666,0.25,0.1176470588235294,0.1176470588235294,0.4375,0.1875,0.3529411764705882,0.4210526315789473,0.2727272727272727,0.375,0.25,0.319737963231753
0.1875,0.2222222222222222,0.75,0.4117647058823529,0.1764705882352941,0.1764705882352941,0.3125,0.125,0.375,0.3888888888888888,0.0625,0.4705882352941176,0.4705882352941176,0.375,0.3125,0.3529411764705882,0.4210526315789473,0.2727272727272727,0.375,0.375,0.12101095043583673
0.375,0.3888888888888888,0.3125,0.2941176470588235,0.4117647058823529,0.6470588235294118,0.375,0.1875,0.25,0.2222222222222222,0.4375,0.1764705882352941,0.4705882352941176,0.4375,0.3125,0.5294117647058824,0.1052631578947368,0.1818181818181818,0.5625,0.125,0.5559562129915763
0.4375,0.2777777777777778,0.375,0.1764705882352941,0.4117647058823529,0.1176470588235294,0.25,0.1875,0.4375,0.1666666666666666,0.25,0.2352941176470588,0.6470588235294118,0.1875,0.1875,0.0588235294117647,0.2105263157894736,0.2727272727272727,0.3125,0.375,0.48887769784945523
0.25,0.1666666666666666,0.375,0.4705882352941176,0.1764705882352941,0.3529411764705882,0.375,0.4375,0.1875,0.3888888888888888,0.125,0.2941176470588235,0.5294117647058824,0.1875,0.25,0.5294117647058824,0.1052631578947368,0.3636363636363636,0.1875,0.25,0.30800176382427774
0.375,0.1666666666666666,0.3125,0.1176470588235294,0.4117647058823529,0.2352941176470588,0.375,0.1875,0.125,0.0555555555555555,0.1875,0.3529411764705882,0.2941176470588235,0.25,0.3125,0.2352941176470588,0.2105263157894736,0.2727272727272727,0.3125,0.25,0.4937953597693392
0.3125,0.2777777777777778,0.4375,0.1176470588235294,0.3529411764705882,0.4117647058823529,0.25,0.0625,0.5625,0.2777777777777778,0.25,0.3529411764705882,0.4117647058823529,0.4375,0.125,0.3529411764705882,0.3684210526315789,0.2727272727272727,0.375,0.5,0.4163592801556445
0.6875,0.1666666666666666,0.3125,0.0588235294117647,0.1764705882352941,0.1764705882352941,0.375,0.375,0.5,0.2222222222222222,0.25,0.1176470588235294,0.2941176470588235,0.25,0.375,0.1764705882352941,0.1578947368421052,0.3181818181818182,0.3125,0.5,0.5610501324282277
0.5625,0.3333333333333333,0.375,0.2941176470588235,0.2941176470588235,0.5882352941176471,0.25,0.375,0.125,0.5,0.375,0.0588235294117647,0.4705882352941176,0.1875,0.375,0.1764705882352941,0.5263157894736842,0.1818181818181818,0.3125,0.25,0.5794424167203684
0.3125,0.5,0.1875,0.3529411764705882,0.2352941176470588,0.1764705882352941,0.25,0.25,0.3125,0.3333333333333333,0.4375,0.2352941176470588,0.4117647058823529,0.4375,0.125,0.4117647058823529,0.3684210526315789,0.1818181818181818,0.3125,0.4375,0.39512210722205465
0.375,0.2222222222222222,0.375,0.2352941176470588,0.4117647058823529,0.1764705882352941,0.3125,0.25,0.25,0.3333333333333333,0.4375,0.3529411764705882,0.4117647058823529,0.25,0.5,0.1764705882352941,0.3684210526315789,0.4545454545454546,0.4375,0.4375,0.4613884445223381
0.0625,0.3333333333333333,0.25,0.2352941176470588,0.3529411764705882,0.1764705882352941,0.0625,0.0,0.5,0.2222222222222222,0.1875,0.2352941176470588,0.1764705882352941,0.375,0.3125,0.4705882352941176,0.1052631578947368,0.2727272727272727,0.4375,0.375,0.2821406982735441
0.1875,0.3333333333333333,0.375,0.2941176470588235,0.5294117647058824,0.1176470588235294,0.4375,0.5,0.375,0.2222222222222222,0.4375,0.5882352941176471,0.4117647058823529,0.25,0.3125,0.2941176470588235,0.1578947368421052,0.2727272727272727,0.4375,0.1875,0.3794136361888673
0.1875,0.2222222222222222,0.3125,0.1176470588235294,0.1764705882352941,0.2352941176470588,0.0625,0.4375,0.0625,0.3333333333333333,0.25,0.4117647058823529,0.2352941176470588,0.375,0.3125,0.1176470588235294,0.3684210526315789,0.1818181818181818,0.125,0.375,0.2646653163448824
0.125,0.3888888888888888,0.125,0.2352941176470588,0.0588235294117647,0.6470588235294118,0.1875,0.125,0.375,0.2777777777777778,0.375,0.6470588235294118,0.2941176470588235,0.375,0.125,0.1764705882352941,0.2105263157894736,0.2272727272727273,0.25,0.3125,0.2937768714659824
0.3125,0.3333333333333333,0.375,0.4117647058823529,0.3529411764705882,0.2352941176470588,0.125,0.25,0.4375,0.5,0.4375,0.0588235294117647,0.3529411764705882,0.1875,0.1875,0.3529411764705882,0.3684210526315789,0.1818181818181818,0.3125,0.375,0.4024584325645759
0.5,0.1666666666666666,0.375,0.4117647058823529,0.4705882352941176,0.3529411764705882,0.25,0.625,0.3125,0.2222222222222222,0.375,0.4705882352941176,0.3529411764705882,0.4375,0.25,0.1176470588235294,0.2105263157894736,0.1363636363636363,0.3125,0.25,0.5980853284710973
0.375,0.3888888888888888,0.125,0.3529411764705882,0.2352941176470588,0.2941176470588235,0.375,0.3125,0.0625,0.2777777777777778,0.125,0.4117647058823529,0.3529411764705882,0.1875,0.4375,0.1176470588235294,0.3157894736842105,0.1363636363636363,0.0,0.375,0.47609080082374294
0.5,0.1111111111111111,0.0625,0.1176470588235294,0.3529411764705882,0.5882352941176471,0.25,0.25,0.125,0.2222222222222222,0.9375,0.2352941176470588,0.4117647058823529,0.25,0.5625,0.2941176470588235,0.3157894736842105,0.2272727272727273,0.1875,0.25,0.6762342174589564
0.5625,0.1111111111111111,0.3125,0.0588235294117647,0.1764705882352941,0.4705882352941176,0.375,0.375,0.625,0.2222222222222222,0.4375,0.4705882352941176,0.2352941176470588,0.4375,0.3125,0.3529411764705882,0.1578947368421052,0.2272727272727273,0.25,0.1875,0.5305944055430452
0.3125,0.3333333333333333,0.125,0.1764705882352941,0.5294117647058824,0.2352941176470588,0.375,0.5,0.1875,0.2777777777777778,0.3125,0.4117647058823529,0.1764705882352941,0.1875,0.1875,0.4705882352941176,0.2631578947368421,0.5,0.3125,0.25,0.5669045820326702
0.25,0.3333333333333333,0.3125,0.2941176470588235,0.2941176470588235,0.1176470588235294,0.3125,0.125,0.1875,0.6666666666666666,0.3125,0.1176470588235294,0.2941176470588235,0.375,0.1875,0.2352941176470588,0.3157894736842105,0.2727272727272727,0.3125,0.375,0.3475418478097416
0.25,0.5,0.25,0.2352941176470588,0.2941176470588235,0.2941176470588235,0.375,0.1875,0.25,0.1666666666666666,0.3125,0.1176470588235294,0.3529411764705882,0.1875,0.25,0.4705882352941176,0.1052631578947368,0.0909090909090909,0.5,0.4375,0.39230507358120487
0.125,0.2222222222222222,0.375,0.2352941176470588,0.1176470588235294,0.4705882352941176,0.25,0.5,0.3125,0.2222222222222222,0.375,0.2352941176470588,0.2941176470588235,0.375,0.125,0.2352941176470588,0.4210526315789473,0.3636363636363636,0.125,0.25,0.2106026404491459
0.25,0.0555555555555555,0.6875,0.5882352941176471,0.4117647058823529,0.1176470588235294,0.375,0.25,0.4375,0.2777777777777778,0.25,0.1176470588235294,0.2941176470588235,0.4375,0.4375,0.6470588235294118,0.2631578947368421,0.1363636363636363,0.3125,0.25,0.2770121625987133
0.375,0.1666666666666666,0.3125,0.1176470588235294,0.1176470588235294,0.2352941176470588,0.3125,0.375,0.5,0.2777777777777778,0.5,0.4705882352941176,0.3529411764705882,0.4375,0.1875,0.1764705882352941,0.2105263157894736,0.2272727272727273,0.3125,0.3125,0.3512153529433392
0.375,0.2777777777777778,0.75,0.2352941176470588,0.6470588235294118,0.2941176470588235,0.0625,0.3125,0.1875,0.2777777777777778,0.3125,0.4117647058823529,0.2352941176470588,0.375,0.3125,0.1764705882352941,0.3157894736842105,0.1363636363636363,0.625,0.0625,0.4741657296889562
0.1875,0.2777777777777778,0.375,0.2941176470588235,0.2941176470588235,0.1764705882352941,0.5625,0.125,0.625,0.2222222222222222,0.25,0.2941176470588235,0.4705882352941176,0.1875,0.25,0.4705882352941176,0.2631578947368421,0.1818181818181818,0.625,0.5,0.29415574967552505
0.1875,0.2777777777777778,0.5,0.2352941176470588,0.2941176470588235,0.3529411764705882,0.3125,0.0625,0.125,0.2222222222222222,0.1875,0.2941176470588235,0.3529411764705882,0.25,0.125,0.1764705882352941,0.2105263157894736,0.2727272727272727,0.1875,0.3125,0.27521730133575356
0.125,0.4444444444444444,0.625,0.1764705882352941,0.3529411764705882,0.1176470588235294,0.1875,0.6875,0.1875,0.2777777777777778,0.5,0.4117647058823529,0.1176470588235294,0.4375,0.25,0.1764705882352941,0.5263157894736842,0.2272727272727273,0.375,0.25,0.19377810659673397
0.125,0.2222222222222222,0.5625,0.2941176470588235,0.2352941176470588,0.3529411764705882,0.375,0.3125,0.125,0.2777777777777778,0.375,0.2941176470588235,0.1764705882352941,0.25,0.0625,0.4117647058823529,0.2631578947368421,0.2272727272727273,0.375,0.3125,0.1844704990858256
0.4375,0.5,0.4375,0.1764705882352941,0.2941176470588235,0.2352941176470588,0.125,0.375,0.375,0.1666666666666666,0.25,0.1176470588235294,0.4705882352941176,0.5625,0.1875,0.2352941176470588,0.1052631578947368,0.2727272727272727,0.125,0.5,0.4415988653005026
0.25,0.3333333333333333,0.375,0.5294117647058824,0.4117647058823529,0.2941176470588235,0.25,0.4375,0.0625,0.4444444444444444,0.375,0.5882352941176471,0.2352941176470588,0.375,0.5,0.2941176470588235,0.4736842105263157,0.1363636363636363,0.1875,0.3125,0.3990218392038562
